,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
3588,KS,0,1,2,0,10,0,2
3589,KS,0,2,1,0,9,0,1
3590,KS,0,1,1,0,10,1,1
3591,KS,0,1,1,0,9,1,1
3592,KS,0,2,1,0,10,1,1
3593,KS,0,1,1,0,10,0,1
3594,KS,0,2,1,1,10,0,1
3595,KS,0,2,2,0,12,0,2
3596,KS,0,1,1,0,10,0,1
3597,KS,0,2,1,0,9,0,7
3598,KS,0,1,1,0,11,1,1
3599,KS,0,2,1,0,10,0,7
3600,KS,0,2,1,0,11,0,1
3601,KS,0,1,1,0,9,0,1
3602,KS,1,2,1,0,10,0,1
3603,KS,0,1,2,0,9,0,2
3604,KS,0,2,1,0,9,1,7
3605,KS,0,2,6,0,10,0,6
3606,KS,0,2,2,0,9,1,2
3607,KS,0,1,2,0,10,0,2
3608,KS,0,1,1,0,9,0,1
3609,KS,0,1,1,0,10,0,1
3610,KS,0,1,1,0,11,0,1
3611,KS,0,1,1,0,10,0,1
3612,KS,0,2,1,0,9,0,1
3613,KS,0,1,1,0,11,0,1
3614,KS,0,1,1,0,10,0,1
3615,KS,0,1,1,0,10,0,1
3616,KS,0,2,1,0,10,0,7
3617,KS,1,2,1,0,10,0,7
3618,KS,0,1,1,0,10,1,1
3619,KS,0,2,1,0,12,0,1
3620,KS,0,2,1,0,11,0,1
3621,KS,0,1,2,0,12,0,2
3622,KS,1,2,1,0,10,0,1
3623,KS,0,1,1,0,7,1,1
3624,KS,0,2,1,1,10,0,1
3625,KS,0,2,1,0,10,0,1
3626,KS,0,1,1,0,11,0,1
3627,KS,0,1,1,0,11,0,1
3628,KS,1,1,1,0,10,0,1
3629,KS,0,1,2,0,11,0,2
3630,KS,0,2,1,0,11,0,1
3631,KS,0,2,1,0,9,0,7
3632,KS,0,2,1,0,11,0,1
3633,KS,0,1,1,0,9,1,1
3634,KS,0,2,2,0,11,0,2
3635,KS,1,2,1,0,10,0,1
3636,KS,0,1,1,0,10,0,1
3637,KS,1,1,1,0,10,0,7
3638,KS,1,1,1,0,10,0,1
3639,KS,1,1,1,0,10,0,7
3640,KS,0,2,1,0,9,1,7
3641,KS,0,1,1,0,9,0,1
3642,KS,1,1,2,0,9,0,2
3643,KS,0,2,1,0,11,0,1
3644,KS,0,1,1,0,11,0,1
3645,LA,1,1,2,0,10,0,2
3646,LA,0,2,2,0,8,0,2
3647,LA,0,2,1,0,8,0,1
3648,LA,0,1,1,0,9,1,1
3649,LA,1,2,1,0,7,0,1
3650,LA,1,1,2,0,8,0,2
3651,LA,0,2,1,0,8,0,1
3652,LA,0,1,1,0,9,0,1
3653,LA,1,2,1,0,0,0,1
3654,LA,0,1,99,0,10,0,99
3655,LA,1,1,4,0,8,0,4
3656,LA,0,2,1,0,9,0,1
3657,LA,1,1,2,0,7,1,2
3658,LA,1,1,2,0,8,0,2
3659,LA,0,2,1,0,11,0,1
3660,LA,0,2,2,0,9,0,2
3661,LA,0,1,99,0,10,1,99
3662,LA,0,1,1,0,10,0,1
3663,LA,0,1,2,0,10,1,2
3664,LA,0,2,1,0,10,0,1
3665,LA,0,2,2,0,6,0,2
3666,LA,0,1,2,0,9,0,2
3667,LA,1,2,1,0,8,0,1
3668,LA,0,1,1,0,7,1,1
3669,LA,0,1,2,0,9,0,2
3670,LA,1,1,2,0,8,0,2
3671,LA,1,1,2,0,7,0,2
3672,LA,0,2,2,0,9,1,2
3673,LA,1,2,1,0,8,0,1
3674,LA,0,1,1,0,8,0,1
3675,LA,1,1,2,0,9,0,2
3676,LA,0,1,2,0,9,0,2
3677,LA,1,1,2,0,7,0,2
3678,LA,0,2,6,0,11,1,6
3679,LA,1,1,2,0,8,0,2
3680,LA,0,2,1,0,11,0,1
3681,LA,1,1,1,0,12,0,1
3682,LA,1,2,1,0,9,0,1
3683,LA,0,1,6,0,8,0,6
3684,LA,1,1,2,0,7,0,2
3685,LA,0,2,2,0,10,0,2
3686,LA,0,2,1,0,8,1,1
3687,LA,0,1,2,0,8,0,2
3688,LA,1,1,2,0,7,0,2
3689,LA,1,1,2,0,8,0,2
3690,LA,1,1,1,0,8,0,1
3691,LA,0,2,1,0,8,0,1
3692,LA,0,2,1,0,9,1,1
3693,LA,0,1,1,0,8,1,1
3694,LA,0,1,2,0,10,1,2
3695,LA,0,1,1,0,9,1,1
3696,LA,0,1,2,0,8,0,2
3697,LA,0,2,2,0,10,0,2
3698,LA,0,2,2,0,8,1,2
3699,LA,0,2,1,0,9,1,1
3700,LA,1,1,2,0,9,0,2
3701,LA,0,1,1,0,8,1,1
3702,LA,1,1,2,0,9,0,2
3703,LA,0,1,6,0,8,0,6
3704,LA,0,2,2,0,10,0,2
3705,LA,0,2,1,0,9,1,1
3706,LA,0,2,1,0,9,0,1
3707,LA,0,1,1,0,8,0,1
3708,LA,0,2,1,0,10,0,1
3709,LA,0,2,1,0,8,1,1
3710,LA,1,1,2,0,7,1,2
3711,LA,1,2,2,0,10,0,2
3712,LA,1,2,2,0,9,0,2
3713,LA,0,1,1,0,8,1,1
3714,LA,0,1,99,0,13,0,99
3715,LA,0,1,1,0,14,0,1
3716,LA,0,1,2,0,8,1,2
3717,LA,0,1,6,0,9,0,6
3718,LA,1,1,2,0,10,0,2
3719,LA,0,2,2,0,10,0,2
3720,LA,0,1,2,0,8,0,2
3721,LA,0,1,2,0,10,1,2
3722,LA,0,1,2,0,9,1,2
3723,LA,1,1,2,0,8,1,2
3724,LA,0,2,1,0,10,0,1
3725,LA,1,1,1,0,9,0,1
3726,LA,0,2,2,0,9,1,2
3727,LA,1,2,2,0,10,0,2
3728,LA,1,1,6,0,10,0,6
3729,LA,0,2,2,0,10,0,2
3730,LA,0,1,2,0,9,0,7
3731,LA,0,1,2,0,9,1,2
3732,LA,0,1,2,0,8,1,2
3733,LA,1,2,2,0,7,0,2
3734,LA,1,1,2,0,10,0,2
3735,LA,0,2,2,0,8,1,2
3736,LA,0,1,1,0,8,0,1
3737,LA,0,2,1,0,9,0,1
3738,LA,1,1,2,0,9,0,2
3739,LA,0,2,2,0,10,1,2
3740,LA,1,1,2,0,9,1,2
3741,LA,0,2,1,0,10,0,1
3742,LA,1,1,2,0,9,0,2
3743,LA,0,1,1,0,10,0,1
3744,LA,1,1,1,0,7,0,1
3745,LA,0,2,2,0,10,0,2
3746,LA,0,2,2,0,9,0,2
3747,LA,0,2,1,0,10,0,1
3748,LA,1,1,6,0,10,0,6
3749,LA,0,2,2,0,9,0,2
3750,LA,1,1,2,0,8,0,2
3751,LA,0,2,2,0,9,1,2
3752,LA,0,2,2,1,9,1,2
3753,LA,0,1,2,0,9,0,7
3754,LA,1,2,2,0,10,0,2
3755,LA,0,1,2,0,11,0,2
3756,LA,1,1,2,0,9,0,2
3757,LA,0,1,1,0,9,0,1
3758,LA,0,1,2,0,8,1,2
3759,LA,0,2,2,0,10,0,2
3760,LA,1,1,2,0,8,0,2
3761,LA,0,1,1,0,9,1,1
3762,LA,0,1,6,0,8,1,6
3763,LA,1,1,1,0,12,0,1
3764,LA,0,2,2,0,11,0,2
3765,LA,0,2,2,0,9,1,2
3766,LA,0,1,2,0,9,0,2
3767,LA,1,1,2,0,11,0,2
3768,LA,0,2,1,0,10,0,1
3769,LA,1,1,2,0,8,1,2
3770,LA,0,1,2,0,9,0,2
3771,LA,0,1,2,0,7,0,2
3772,LA,0,1,2,0,8,1,2
3773,LA,0,2,2,0,10,0,2
3774,LA,0,1,2,0,10,0,2
3775,LA,0,1,1,0,8,1,1
3776,LA,0,2,1,0,11,0,1
3777,LA,0,2,2,0,10,0,2
3778,LA,1,1,6,0,12,0,6
3779,LA,1,1,2,0,8,1,2
3780,LA,1,1,2,0,9,0,2
3781,LA,1,1,1,0,8,0,1
3782,LA,0,2,2,0,8,1,2
3783,LA,0,2,2,0,8,1,2
3784,LA,0,2,2,0,8,0,2
3785,LA,1,1,2,0,13,0,2
3786,LA,1,2,2,0,8,0,2
3787,LA,0,1,2,0,11,0,2
3788,LA,0,2,1,0,9,1,1
3789,LA,1,2,2,0,10,0,2
3790,LA,0,2,1,0,8,1,1
3791,LA,1,2,2,0,9,0,2
3792,LA,0,2,2,0,11,0,2
3793,LA,0,2,2,0,10,0,2
3794,LA,1,1,6,0,8,0,6
3795,LA,0,2,2,0,11,0,2
3796,LA,0,1,2,0,8,1,2
3797,LA,1,1,2,0,8,0,2
3798,LA,0,2,2,0,9,0,2
3799,LA,0,2,6,0,11,0,6
3800,LA,1,1,2,0,9,0,2
3801,LA,0,2,2,0,9,0,2
3802,LA,0,2,6,0,7,0,6
3803,LA,0,2,1,0,10,0,1
3804,LA,0,2,2,0,8,0,2
3805,LA,0,1,2,0,9,1,2
3806,LA,0,1,99,1,10,1,99
3807,LA,0,2,1,0,9,1,1
3808,LA,1,1,2,0,8,0,2
3809,LA,1,1,2,0,7,0,2
3810,LA,1,1,2,0,10,1,2
3811,LA,1,1,6,1,7,1,6
3812,LA,1,1,2,0,9,0,2
3813,LA,1,1,1,0,10,0,1
3814,LA,1,2,2,0,11,0,2
3815,LA,0,2,1,0,0,1,1
3816,LA,1,1,1,0,8,0,1
3817,LA,0,1,2,0,10,0,2
3818,LA,1,1,1,0,12,0,1
3819,LA,1,1,6,0,10,1,6
3820,LA,0,1,1,0,8,1,1
3821,LA,0,2,1,0,12,1,1
3822,LA,1,1,1,0,8,0,1
3823,LA,0,1,2,0,8,1,2
3824,LA,0,1,2,0,9,1,2
3825,LA,0,1,2,0,9,1,2
3826,LA,0,2,1,0,10,0,1
3827,LA,1,1,2,0,8,0,2
3828,LA,0,1,6,0,8,1,6
3829,LA,0,1,99,0,9,0,99
3830,LA,1,1,2,0,8,0,2
3831,LA,0,2,1,0,10,0,1
3832,LA,0,2,1,0,9,0,1
3833,LA,0,2,2,0,7,0,2
3834,LA,0,2,2,0,9,1,2
3835,LA,1,1,2,0,8,0,7
3836,LA,1,2,2,0,12,0,2
3837,LA,1,1,2,0,7,0,2
3838,LA,1,1,6,0,8,0,6
3839,LA,0,2,2,0,8,0,2
3840,LA,0,2,6,0,11,0,6
3841,LA,1,1,2,0,9,1,2
3842,LA,0,1,1,0,7,1,1
3843,LA,0,1,3,0,8,1,3
3844,LA,0,1,2,0,9,0,2
3845,LA,0,2,2,0,7,0,2
3846,LA,1,1,2,0,13,0,2
3847,LA,0,1,1,0,8,0,1
3848,LA,0,2,2,0,7,1,2
3849,LA,0,2,6,0,9,0,6
3850,LA,1,1,2,0,9,0,2
3851,LA,0,1,2,0,8,1,2
3852,LA,0,1,2,0,10,0,2
3853,LA,0,2,2,0,9,1,2
3854,LA,1,1,2,0,7,1,2
3855,LA,1,1,2,0,6,0,2
3856,LA,0,1,2,0,8,1,2
3857,LA,1,1,2,0,11,1,2
3858,LA,0,2,6,0,7,0,6
3859,LA,0,1,3,0,9,0,3
3860,LA,1,1,2,0,9,1,2
3861,LA,0,2,2,0,9,1,2
3862,LA,0,2,2,0,10,0,2
3863,LA,1,1,2,0,13,0,2
3864,LA,1,1,2,0,9,0,2
3865,LA,0,2,2,0,10,0,2
3866,LA,1,2,2,0,11,0,2
3867,LA,1,1,2,0,10,1,2
3868,LA,0,2,2,0,10,0,2
3869,LA,1,2,2,0,10,0,2
3870,LA,0,2,1,0,9,0,1
3871,LA,0,2,2,0,8,0,2
3872,LA,1,1,2,0,8,0,2
3873,LA,1,1,2,0,8,0,2
3874,LA,0,1,1,0,9,0,1
3875,LA,1,1,2,0,9,0,2
3876,LA,1,1,2,0,8,0,2
3877,LA,0,2,6,0,9,1,6
3878,LA,0,1,2,0,9,0,2
3879,LA,0,2,1,0,8,1,1
3880,LA,1,2,1,0,10,0,1
3881,LA,1,2,2,0,8,0,2
3882,LA,0,2,1,0,10,0,1
3883,LA,0,1,2,0,9,0,2
3884,LA,0,1,2,0,9,1,2
3885,LA,0,2,1,0,9,1,1
3886,LA,0,1,2,0,9,1,2
3887,LA,1,1,1,0,12,0,1
3888,LA,1,1,2,0,9,0,2
3889,LA,1,2,2,0,10,1,2
3890,LA,1,1,2,0,8,0,2
3891,LA,0,1,6,0,8,0,6
3892,LA,0,2,1,0,9,0,1
3893,LA,0,1,1,0,10,0,1
3894,LA,0,2,2,0,8,0,2
3895,LA,0,2,2,0,9,0,2
3896,LA,0,1,2,0,12,0,2
3897,LA,0,2,1,0,9,0,1
3898,LA,1,1,1,0,13,0,1
3899,LA,1,1,2,0,7,0,2
3900,LA,1,1,2,0,8,0,2
3901,LA,0,2,2,0,7,1,2
3902,LA,0,1,2,0,8,0,2
3903,LA,0,2,2,0,9,0,2
3904,LA,1,2,1,0,12,0,1
3905,LA,1,1,99,0,12,0,7
3906,LA,1,1,1,0,9,0,1
3907,LA,0,2,1,0,11,0,7
3908,LA,0,2,1,0,10,0,1
3909,LA,1,1,1,0,9,1,1
3910,LA,0,2,2,0,11,0,2
3911,LA,1,1,2,0,8,1,2
3912,LA,0,2,1,0,8,1,1
3913,LA,0,2,2,0,9,1,2
3914,LA,0,2,1,0,8,0,1
3915,LA,0,2,2,0,11,0,2
3916,LA,1,1,2,0,9,0,2
3917,LA,0,1,2,0,10,0,2
3918,LA,0,1,2,0,11,0,2
3919,LA,0,1,2,0,10,0,2
3920,LA,0,1,1,0,9,1,1
3921,LA,1,1,2,0,8,0,2
3922,LA,1,1,2,0,8,1,2
3923,LA,0,1,1,0,8,0,1
3924,LA,1,1,2,0,9,0,2
3925,LA,1,1,2,0,12,0,2
3926,LA,1,1,2,0,8,0,2
3927,LA,0,1,2,0,10,0,2
3928,LA,0,1,2,0,9,0,2
3929,LA,0,2,1,0,10,0,1
3930,LA,0,2,2,0,8,0,2
3931,LA,0,1,2,0,9,1,2
3932,LA,0,2,2,0,8,0,2
3933,LA,0,2,1,0,9,0,1
3934,LA,0,2,2,0,10,0,2
3935,LA,0,1,1,0,10,0,1
3936,LA,0,2,2,0,8,1,2
3937,LA,0,2,1,0,8,0,1
3938,LA,0,1,2,0,7,1,2
3939,LA,0,1,2,0,9,0,2
3940,LA,1,1,2,0,9,0,2
3941,LA,0,2,1,0,9,0,1
3942,LA,0,1,1,0,10,0,1
3943,LA,0,1,1,0,8,0,1
3944,LA,0,2,2,0,9,0,2
3945,LA,0,2,1,0,10,0,1
3946,LA,0,2,99,0,11,0,7
3947,LA,1,1,2,0,7,0,2
3948,LA,0,1,1,0,7,1,1
3949,LA,0,2,1,0,9,0,1
3950,LA,0,2,2,0,8,1,2
3951,LA,0,2,1,0,11,0,1
3952,LA,0,2,2,0,8,1,2
3953,LA,0,1,1,0,7,1,1
3954,LA,0,1,2,0,8,1,2
3955,LA,0,2,2,0,8,0,2
3956,LA,1,2,6,0,12,0,6
3957,LA,0,1,1,0,9,0,1
3958,LA,0,2,2,0,8,0,2
3959,LA,0,1,1,0,6,1,1
3960,LA,0,1,1,0,9,1,1
3961,LA,0,1,5,1,10,0,5
3962,LA,0,1,2,0,11,0,2
3963,LA,1,1,6,0,9,1,6
3964,LA,0,1,1,0,10,0,1
3965,LA,0,2,1,0,10,0,1
3966,LA,0,2,2,0,10,0,2
3967,LA,0,2,6,0,8,0,6
3968,LA,0,1,2,0,8,0,2
3969,LA,1,1,2,0,10,0,2
3970,LA,1,2,2,0,8,0,2
3971,LA,0,2,1,0,10,0,1
3972,LA,0,2,1,0,11,0,1
3973,LA,0,2,1,0,11,0,1
3974,LA,0,1,2,0,8,0,2
3975,LA,0,2,2,0,11,0,2
3976,LA,0,2,2,0,9,0,7
3977,LA,0,2,1,0,13,0,1
3978,LA,0,2,2,0,12,0,2
3979,LA,0,2,2,0,9,0,2
3980,LA,0,1,4,0,10,0,7
3981,LA,0,1,99,0,11,0,99
3982,LA,0,1,2,0,9,1,2
3983,LA,0,2,1,0,9,0,1
3984,LA,0,2,6,0,10,0,6
3985,LA,0,2,2,0,9,0,2
3986,LA,1,2,2,0,8,0,2
3987,MA,0,1,1,0,10,1,1
3988,MA,1,1,1,0,10,1,1
3989,MA,0,2,99,0,9,1,7
3990,MA,0,1,1,0,10,1,1
3991,MA,0,1,1,0,10,0,1
3992,MA,0,2,6,0,10,1,6
3993,MA,0,2,1,0,10,1,1
3994,MA,0,2,1,0,10,1,7
3995,MA,0,2,1,0,10,1,1
3996,MA,0,2,2,0,10,0,2
3997,MA,0,2,1,0,9,0,1
3998,MA,0,1,1,0,9,1,1
3999,MA,0,2,1,0,10,0,1
4000,MA,0,2,1,0,10,0,1
4001,MA,1,1,2,0,8,0,7
4002,MA,0,1,1,0,10,1,1
4003,MA,1,2,1,0,9,1,7
4004,MA,0,1,4,0,10,0,4
4005,MA,0,2,1,0,9,0,1
4006,MA,0,1,1,0,10,1,1
4007,MA,0,1,1,0,9,1,1
4008,MA,0,2,1,0,11,1,1
4009,MA,0,2,6,0,10,0,6
4010,MA,0,2,6,0,8,1,6
4011,MA,0,2,1,0,9,1,1
4014,MA,0,1,1,0,8,0,7
4015,MA,0,2,1,0,9,1,1
4016,MA,0,2,1,0,11,1,1
4017,MA,0,2,1,0,8,0,1
4018,MA,0,1,2,0,0,0,2
4019,MA,0,2,1,0,10,1,1
4020,MA,0,2,99,0,10,1,7
4021,MA,0,1,2,0,8,0,2
4022,MA,0,2,6,0,9,1,6
4023,MA,0,2,99,0,9,0,7
4024,MA,0,2,1,0,10,0,1
4025,MA,0,1,1,0,10,0,1
4026,MA,0,1,1,0,9,1,1
4027,MA,1,1,6,0,8,1,7
4028,MA,0,1,2,0,10,1,2
4029,MA,0,2,1,0,9,0,1
4030,MA,1,1,1,0,8,1,1
4031,MA,0,1,2,0,8,0,2
4032,MA,0,2,99,0,9,1,7
4033,MA,0,1,1,0,10,1,1
4034,MA,0,2,2,0,10,1,2
4035,MA,0,2,2,0,8,0,2
4036,MA,0,1,1,0,9,0,1
4037,MA,0,1,2,0,10,0,2
4038,MA,0,2,99,0,10,1,7
4039,MA,0,1,1,0,10,0,1
4040,MA,0,2,1,0,10,1,1
4041,MA,0,1,1,0,10,1,1
4042,MA,0,1,2,0,10,0,2
4043,MA,0,1,99,0,10,1,7
4044,MA,0,2,1,0,10,1,1
4045,MA,0,1,1,0,10,1,1
4046,MA,0,2,1,0,10,1,1
4047,MA,0,1,2,0,9,1,7
4048,MA,0,1,1,0,10,1,1
4049,MA,0,2,2,0,10,0,2
4050,MA,0,2,1,0,10,1,1
4051,MA,0,2,1,0,9,1,1
4052,MA,0,2,2,0,9,1,2
4053,MA,0,2,1,0,10,1,1
4054,MA,0,2,1,0,10,1,1
4055,MA,0,2,1,0,9,0,1
4056,MA,0,2,6,0,9,0,6
4057,MA,0,1,2,0,10,1,2
4058,MA,0,1,99,0,8,1,99
4059,MA,0,1,1,0,8,0,1
4060,MA,0,2,99,0,9,0,99
4061,MA,0,2,1,0,10,0,1
4062,MA,0,1,2,0,9,0,2
4063,MA,0,2,2,0,10,0,2
4065,MA,0,2,1,0,10,0,1
4067,MA,1,1,1,0,9,1,1
4068,MA,0,1,1,0,10,0,1
4069,MA,1,1,1,0,8,0,7
4070,MA,0,1,2,0,9,1,2
4071,MA,0,1,99,0,9,1,7
4072,MA,0,2,1,0,9,0,1
4073,MA,0,2,1,0,10,0,7
4074,MA,0,2,2,0,9,0,2
4075,MA,0,2,2,0,8,0,2
4077,OH,0,1,1,0,10,1,1
4078,MA,0,1,1,0,10,0,1
4079,MA,0,1,99,0,8,1,7
4080,MA,0,1,2,0,9,1,2
4081,MA,0,2,1,0,9,1,7
4082,MA,0,2,1,0,9,1,1
4083,MA,0,1,99,0,9,1,7
4084,MA,0,2,1,0,10,1,7
4085,MA,0,1,1,0,11,1,7
4086,MA,0,2,1,0,9,0,1
4087,MA,0,1,1,0,8,1,1
4088,MA,0,2,1,0,10,1,1
4089,MA,0,2,1,0,11,1,1
4090,MA,0,2,2,0,9,1,7
4091,MA,0,2,1,0,11,0,1
4092,MA,0,1,2,0,9,1,7
4093,MA,0,2,1,0,9,1,1
4094,MA,0,1,4,0,10,1,4
4095,MA,0,1,99,0,9,0,7
4096,MA,0,1,1,0,9,1,1
4097,MA,0,2,1,0,10,0,1
4098,MA,0,1,1,0,9,0,7
4099,MA,0,1,1,0,10,0,1
4100,MA,0,1,99,0,10,1,7
4101,MA,0,1,99,0,10,0,7
4102,MA,0,1,2,0,8,1,2
4103,MA,0,2,4,0,9,0,4
4104,MA,0,2,1,0,10,0,1
4105,MA,0,2,1,0,0,0,1
4106,MA,0,2,1,0,9,1,1
4107,MA,0,2,1,0,10,0,7
4108,MA,0,1,1,0,9,0,1
4109,MA,0,2,1,0,10,0,1
4110,MA,0,2,1,0,9,1,7
4111,MA,0,2,1,0,10,1,1
4113,MA,0,2,1,0,10,0,1
4114,MA,0,1,99,0,8,1,7
4115,MA,0,2,99,0,9,0,7
4116,MA,0,2,2,0,10,0,2
4117,MA,0,1,1,0,10,1,1
4119,MA,0,2,1,0,10,0,7
4120,MA,0,1,2,0,9,1,2
4121,MA,0,2,1,0,9,0,1
4123,MA,0,2,2,0,9,0,2
4124,MA,0,1,2,0,8,1,7
4125,MA,0,2,1,0,10,0,1
4126,MA,0,2,1,0,10,0,1
4127,MA,0,2,1,0,9,0,1
4128,MA,0,2,99,0,10,0,7
4129,MA,0,1,2,0,10,0,2
4130,MA,0,1,1,0,9,0,1
4131,MA,0,2,2,0,10,0,2
4132,MA,0,2,1,0,9,0,1
4133,MA,0,1,99,0,11,1,7
4134,MA,0,1,1,0,10,0,1
4135,MA,0,1,6,0,10,1,6
4136,MA,0,2,1,0,8,0,1
4137,MA,0,1,1,0,8,0,1
4138,MA,0,2,1,0,10,1,1
4139,MA,0,2,1,0,10,0,1
4140,MA,0,2,2,0,10,1,2
4141,MA,0,2,2,0,9,1,2
4142,MA,0,2,2,0,10,0,2
4143,MA,0,2,1,0,9,1,1
4144,MA,0,2,2,0,10,0,2
4145,MA,0,2,1,0,10,0,1
4146,MA,0,1,99,0,11,0,99
4147,MA,0,1,2,0,10,0,2
4148,MA,0,2,2,0,11,0,2
4149,MA,0,2,2,0,11,0,2
4150,MD,0,2,1,0,11,0,1
4151,MD,0,2,1,0,12,0,1
4152,MD,0,2,2,0,12,0,7
4153,MD,1,1,1,0,10,0,1
4154,MD,0,2,2,0,10,0,2
4155,MD,0,2,2,0,11,0,2
4157,MD,0,2,1,0,12,0,1
4158,MD,0,1,2,0,8,0,2
4159,MD,0,2,1,0,11,1,1
4160,MD,0,1,4,0,14,0,4
4161,MD,0,2,1,0,11,0,1
4162,MD,0,1,2,0,11,0,2
4163,MD,0,2,1,0,9,0,1
4164,MD,0,2,1,0,9,0,1
4165,MD,0,2,1,0,12,0,1
4166,MD,0,2,2,0,8,0,2
4167,MD,0,1,1,0,11,0,1
4168,MD,0,1,1,0,11,0,1
4169,MD,0,1,2,0,11,0,2
4170,MD,0,2,2,0,8,0,2
4171,MD,0,1,1,0,11,0,1
4172,MD,0,2,2,0,11,1,2
4173,MD,0,1,2,0,12,0,2
4174,MD,0,2,1,0,11,1,1
4175,MD,0,1,2,0,12,0,2
4176,MD,0,2,1,0,10,0,7
4177,MD,0,2,2,0,12,0,2
4178,MD,0,1,1,0,14,0,1
4179,MD,0,1,1,0,9,0,7
4180,MD,0,2,1,0,8,0,1
4181,MD,0,2,2,0,12,0,2
4182,MD,0,2,6,0,10,1,6
4183,MD,1,2,1,0,11,0,1
4184,MD,0,1,2,0,11,0,2
4185,MD,0,1,1,0,11,0,1
4186,MD,0,2,1,0,11,0,1
4187,MD,0,2,1,0,10,0,1
4188,MD,0,2,1,0,10,0,1
4189,MD,0,2,2,0,12,0,2
4190,MD,1,1,2,0,12,0,2
4191,MD,0,2,2,0,14,0,2
4192,MD,0,2,1,0,12,0,1
4193,MD,1,2,1,0,9,0,7
4194,MD,0,1,1,0,12,0,1
4195,MD,0,1,2,0,10,0,2
4196,MD,0,2,6,0,12,0,6
4197,MD,0,1,99,0,11,1,7
4198,MD,0,2,2,0,11,0,2
4199,MD,0,2,2,0,12,0,7
4200,MD,1,1,1,0,10,0,1
4201,MD,0,1,2,0,9,0,2
4203,MD,0,2,2,0,9,1,2
4204,MD,0,2,2,0,11,0,2
4206,MD,0,2,2,0,9,0,2
4207,MD,0,1,2,0,8,0,2
4208,MD,0,1,2,0,10,0,2
4209,MD,0,1,2,0,11,0,2
4211,MD,0,2,2,0,10,0,2
4212,MD,0,1,2,0,9,0,2
4214,MD,0,1,2,0,10,1,2
4215,MD,0,2,2,0,11,0,2
4216,MD,0,1,1,0,9,0,7
4217,MD,0,2,2,0,11,0,2
4218,MD,0,1,2,0,10,0,2
4219,MD,1,1,2,0,9,1,2
4220,MD,0,1,2,0,10,1,2
4221,MD,0,1,2,0,11,0,2
4222,MD,0,2,2,0,12,0,2
4223,MD,0,1,2,0,10,0,2
4224,MD,0,2,1,0,11,0,1
4225,MD,0,2,2,0,11,0,2
4226,MD,0,2,1,0,8,0,1
4227,MD,0,1,2,0,10,0,2
4228,MD,0,1,2,0,9,0,2
4230,MD,0,2,2,0,12,0,2
4233,MD,0,1,1,0,11,0,1
4234,MD,1,1,2,0,8,0,2
4236,MD,0,1,2,0,10,0,2
4237,MD,0,1,2,0,12,0,2
4238,MD,0,1,2,0,8,0,2
4239,MD,0,2,2,0,10,0,2
4240,MD,0,2,2,0,12,0,2
4241,MD,0,2,2,0,12,0,2
4242,MD,0,2,2,0,11,0,2
4244,MD,0,2,2,0,9,0,2
4245,MD,0,2,2,0,11,0,2
4246,MD,0,1,2,0,11,0,2
4247,MD,0,1,2,0,10,0,2
4248,MD,0,1,2,0,12,0,2
4250,MD,0,2,2,0,10,0,2
4251,MD,0,2,1,0,11,0,1
4252,MD,0,2,2,0,10,1,2
4253,MD,0,2,1,0,11,0,1
4254,ME,1,1,1,0,8,0,1
4255,ME,0,1,1,0,11,0,1
4256,ME,0,2,1,0,10,0,1
4257,ME,0,1,1,0,10,1,1
4258,ME,0,1,1,0,11,1,1
4259,ME,0,1,1,0,11,1,1
4260,ME,0,1,1,0,9,1,1
4261,ME,1,1,1,0,11,1,1
4262,ME,0,2,1,0,8,1,1
4263,ME,0,1,6,1,9,1,6
4264,ME,0,1,1,0,9,1,1
4265,ME,0,2,1,0,9,1,1
4266,ME,0,1,1,0,9,1,1
4267,ME,0,2,1,0,9,1,1
4268,ME,0,1,1,0,10,1,1
4269,ME,0,1,1,0,9,1,1
4270,ME,0,1,1,0,10,1,1
4271,ME,0,1,1,0,10,1,1
4272,ME,1,2,1,0,9,1,1
4273,ME,1,1,1,0,10,0,1
4274,ME,0,1,1,0,10,0,1
4275,ME,1,1,99,0,9,1,99
4277,ME,0,1,1,0,10,0,1
4278,ME,0,1,6,0,11,0,7
4279,ME,0,1,1,0,10,1,1
4280,ME,0,1,1,0,10,1,1
4281,ME,1,1,6,0,10,1,6
4282,ME,1,2,2,0,8,0,7
4283,ME,0,1,1,0,9,1,1
4284,ME,0,2,1,0,9,0,1
4285,ME,0,1,1,0,10,1,1
4286,ME,0,1,1,0,9,1,1
4288,ME,0,1,1,0,9,0,1
4289,ME,0,2,1,0,9,1,1
4290,ME,0,2,1,0,9,0,1
4291,ME,0,1,1,0,9,1,1
4292,ME,0,1,1,0,10,0,1
4293,ME,1,1,99,0,10,0,99
4294,ME,0,1,1,0,9,1,1
4295,ME,1,1,1,0,10,1,1
4297,ME,1,2,6,0,10,1,6
4298,ME,0,1,1,0,9,1,1
4299,ME,0,2,1,0,8,0,1
4300,ME,1,1,1,0,9,1,1
4301,ME,0,2,1,0,10,1,1
4302,ME,0,2,2,0,10,1,2
4303,ME,1,2,1,0,8,1,1
4304,ME,0,1,2,0,10,1,7
4305,ME,0,2,1,0,10,0,1
4306,ME,1,2,1,0,9,0,1
