,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,St,DelinqntSv,Sex,Race,TribeSv,EdLevlSv,SpecEdSv,RaceEthn
1573,1,1,0,1,1,1,1,0,0,1,0,0,0,1,CA,0,2,1,0,11,1,1
1574,0,1,0,0,1,0,1,1,0,0,0,0,0,1,CA,0,2,99,0,10,0,7
1575,0,1,1,1,1,0,1,0,0,0,0,0,0,1,CA,0,2,2,0,11,1,2
1576,0,1,1,0,1,0,0,1,1,1,0,0,0,1,CA,0,1,1,0,11,0,1
1577,1,1,0,0,1,0,0,0,1,0,0,0,0,1,CA,0,2,2,0,11,0,2
1578,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,6,0,10,0,6
1579,0,1,0,0,1,0,0,0,0,0,0,0,0,0,CA,1,1,4,0,11,0,4
1580,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CA,0,2,6,0,11,0,6
1581,1,1,0,1,1,0,0,0,1,0,0,0,0,0,CA,0,1,2,0,8,0,2
1582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,CA,1,2,2,0,9,0,2
1583,1,1,1,0,1,1,1,1,1,1,0,1,0,0,CA,1,2,1,0,6,0,1
1584,1,0,0,0,0,0,1,0,1,0,0,0,0,0,CA,1,1,2,0,11,1,2
1585,0,1,1,1,1,0,1,1,1,1,1,0,1,1,CA,0,2,3,1,9,0,3
1586,1,1,0,1,0,0,1,0,0,1,0,0,0,0,CA,0,1,2,0,11,0,2
1587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,13,0,7
1588,1,0,0,1,0,0,0,1,1,0,0,0,0,0,CA,0,1,99,0,11,0,7
1589,1,1,1,0,1,0,1,0,0,0,0,0,0,0,CA,0,1,99,0,9,0,7
1590,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,1,2,0,11,0,2
1591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,1,7
1592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,12,0,7
1593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,1,1
1594,0,1,1,1,0,1,1,1,1,1,0,0,1,1,CA,0,2,99,0,10,0,7
1596,0,0,0,0,0,0,1,1,1,0,0,0,0,1,CA,0,2,1,0,10,0,1
1597,1,0,1,1,0,0,0,0,0,0,0,0,1,0,CA,0,2,2,0,10,0,2
1598,0,1,1,0,1,0,1,0,1,1,0,0,0,0,CA,0,1,1,0,11,1,7
1599,1,1,0,1,0,1,1,1,1,1,0,0,1,1,CA,1,1,99,0,9,0,7
1600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,1,7
1602,1,1,0,0,1,0,0,1,1,0,0,0,0,1,CA,0,1,2,0,10,1,2
1603,1,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
1604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,1,0,10,0,7
1605,0,1,0,1,1,1,1,1,0,0,0,0,0,1,CA,1,1,5,0,11,0,5
1606,1,0,0,0,0,1,1,0,1,1,0,0,0,1,CA,1,1,1,0,10,1,1
1607,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CA,0,1,4,0,11,0,4
1608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
1609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CA,1,2,99,0,10,0,7
1610,1,1,0,1,0,0,0,1,0,0,1,0,0,0,CA,0,2,1,0,10,1,7
1611,0,1,1,0,0,0,1,1,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
1612,0,1,0,1,0,1,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,1,7
1613,1,1,1,1,1,1,1,1,1,0,0,0,0,1,CA,0,2,1,0,11,1,1
1614,1,0,0,0,0,1,0,0,0,0,0,0,0,1,CA,0,2,2,0,11,0,2
1615,1,1,0,1,0,1,1,1,1,1,0,0,0,1,CA,0,2,1,0,9,0,1
1616,0,1,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,1,99,0,9,0,7
1617,1,0,0,0,1,0,0,0,0,0,0,0,0,0,CA,0,1,1,0,10,0,1
1618,0,0,1,0,1,0,1,0,0,0,1,0,0,1,CA,0,1,1,0,10,0,1
1619,0,1,0,1,1,0,0,1,0,0,1,0,0,0,CA,0,1,1,0,8,0,1
1621,1,1,0,0,1,1,1,1,1,0,0,0,0,1,CA,0,1,99,0,9,0,7
1622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,6,0,10,0,6
1623,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,2,1,1,11,0,1
1624,0,1,0,1,0,0,1,1,0,0,0,0,0,1,CA,0,2,99,0,10,0,7
1625,0,1,1,1,1,1,1,0,0,1,0,0,0,0,CA,0,2,2,0,10,1,2
1626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,11,0,7
1627,1,1,0,0,0,0,1,1,0,0,0,0,0,1,CA,1,1,2,0,10,0,2
1628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,1,99,0,11,0,7
1629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
1630,1,1,1,1,0,0,1,1,1,0,0,0,0,0,CA,0,2,1,0,10,0,1
1631,1,1,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,10,1,2
1632,1,1,0,0,1,1,1,1,1,0,0,0,0,1,CA,0,1,2,0,12,1,2
1633,1,0,0,0,1,0,1,0,1,1,0,0,0,0,CA,0,1,1,0,10,0,1
1634,0,1,0,0,1,0,1,0,0,0,1,0,0,0,CA,1,1,1,0,12,0,7
1635,1,1,1,1,0,0,0,1,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
1636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CA,1,1,1,0,12,0,7
1637,0,1,0,0,1,1,1,1,1,0,0,0,0,1,CA,0,1,99,0,11,0,7
1638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,10,0,2
1639,0,1,0,1,0,1,1,0,1,0,0,0,0,1,CA,0,1,1,0,10,0,1
1640,0,1,1,1,1,1,1,1,1,1,1,1,1,1,CA,0,2,2,0,9,1,2
1641,1,1,1,1,0,0,1,1,1,0,0,0,0,1,CA,0,1,1,0,11,0,1
1642,0,1,0,0,1,0,0,0,0,0,0,0,0,1,CA,0,1,2,0,10,1,2
1643,1,0,1,0,0,1,0,1,1,1,0,0,0,1,CA,0,2,99,0,11,1,7
1644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CA,1,1,1,0,10,0,7
1645,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CA,1,1,2,0,10,0,2
1646,0,0,0,1,1,0,0,0,0,1,0,0,0,0,CA,1,1,1,0,10,0,1
1647,0,1,0,1,0,0,0,0,1,0,0,0,0,0,CA,0,1,1,0,10,0,1
1648,0,1,0,1,0,0,1,1,1,0,0,0,0,0,CA,0,1,2,0,11,0,7
1649,1,0,0,1,0,0,1,1,1,0,0,0,0,0,CA,0,2,1,0,11,0,1
1650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,CA,1,1,1,0,10,1,1
1651,0,1,0,0,0,0,1,0,1,1,0,0,0,1,CA,1,2,1,0,9,0,1
1652,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,1,2,0,10,0,2
1653,0,1,0,0,0,0,0,0,0,0,1,0,1,0,CA,0,2,2,0,11,0,2
1654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,4,0,10,0,4
1655,1,1,0,1,0,0,0,1,0,0,0,0,0,0,CA,0,1,1,0,9,0,1
1656,0,1,1,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,0,2
1657,1,1,0,1,1,1,1,1,1,0,0,0,0,1,CA,1,2,99,0,10,1,7
1658,0,1,0,1,1,1,1,1,1,0,0,0,0,0,CA,0,2,1,0,11,1,1
1659,0,1,0,0,1,1,1,0,0,0,0,0,0,0,CA,0,1,6,0,10,0,6
1660,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,0,2
1661,0,1,0,1,0,0,1,0,1,0,0,0,0,0,CA,0,1,1,0,11,0,1
1662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,11,0,2
1663,1,1,0,1,0,0,0,1,1,0,0,0,0,1,CA,0,1,99,0,11,1,7
1664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,1,2,2,0,10,0,2
1665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
1666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,99,0,10,1,7
1667,0,0,1,0,1,0,1,0,0,0,0,0,0,0,CA,0,2,2,0,11,0,2
1668,1,1,1,1,0,1,1,1,1,0,1,0,1,1,CA,0,2,6,0,9,1,6
1669,1,1,1,1,0,1,1,1,0,1,0,0,0,1,CA,0,1,6,0,10,0,7
1670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,0,2,2,0,10,0,2
1671,0,0,0,1,1,1,0,0,1,1,0,0,0,0,CA,0,1,1,0,10,0,7
1672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
1673,0,1,0,0,0,0,0,0,1,1,0,0,0,0,CA,0,1,1,0,10,0,1
1674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CA,0,2,1,0,10,0,7
1675,0,1,0,0,0,0,0,0,0,1,0,0,0,0,CA,0,2,99,0,11,0,7
1676,1,1,0,1,1,1,1,1,1,1,0,0,0,0,CA,0,1,1,0,11,1,1
1677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,1,2,0,11,0,2
1678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,9,0,2
1679,1,1,1,1,0,0,1,0,0,0,0,0,1,0,CA,0,2,99,0,11,0,7
1680,0,1,1,1,0,0,0,1,0,0,0,0,0,1,CA,0,1,2,0,9,0,2
1681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
1682,1,1,0,1,0,1,1,1,1,0,0,0,0,1,CA,0,2,99,0,11,0,7
1683,0,1,1,1,0,1,1,1,1,0,0,0,0,1,CA,0,2,6,1,11,0,6
1684,1,1,1,1,1,1,1,1,1,0,0,0,0,1,CA,0,1,2,0,9,0,2
1685,1,1,0,1,0,0,1,0,1,0,0,0,0,0,CA,0,1,2,0,11,0,2
1686,1,0,1,1,0,1,1,1,1,0,0,0,0,0,CA,0,1,2,0,11,1,7
1687,1,1,1,1,1,1,1,1,1,0,0,0,0,0,CA,0,2,1,0,10,0,1
1688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,CA,1,1,2,0,8,0,2
1689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,99,0,11,1,7
1690,1,1,1,1,0,0,1,1,1,1,0,0,0,1,CA,0,2,99,0,11,1,7
1691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
1692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,2,0,10,0,2
1693,1,0,0,0,0,0,0,1,0,0,0,0,0,1,CA,0,2,99,0,9,0,7
1694,1,1,0,0,1,1,1,1,1,1,1,0,0,0,CA,1,1,1,0,10,0,7
1695,1,0,0,0,0,0,0,0,0,1,1,0,0,1,CA,0,1,1,0,10,0,1
1696,0,1,1,1,0,0,1,1,0,0,0,0,0,0,CA,0,2,99,0,11,0,7
1697,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CA,0,2,1,0,10,0,7
1698,1,1,0,1,0,1,0,1,0,0,0,0,0,1,CA,0,2,1,0,10,0,1
1699,1,0,0,1,0,1,0,0,0,0,0,0,0,0,CA,0,2,2,0,9,0,7
1700,0,0,0,1,0,0,1,0,0,0,0,0,0,1,CA,1,1,99,0,10,1,7
1701,0,0,1,0,1,0,0,1,0,0,0,0,0,0,CA,0,2,6,0,10,0,6
1702,1,1,1,1,1,1,1,1,1,0,0,0,0,1,CA,1,2,2,0,11,1,2
1703,1,1,0,1,0,0,0,1,0,0,0,0,0,0,CA,0,1,99,0,9,0,7
1704,0,1,1,1,1,0,1,0,0,0,0,0,0,0,CA,0,2,99,0,10,0,7
1705,0,1,1,1,0,0,1,0,0,0,1,0,0,0,CA,0,2,2,0,12,1,2
1706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,0,2,3,1,11,0,7
1707,0,1,1,1,0,1,0,1,1,0,0,0,1,1,CA,0,2,2,0,11,0,2
1708,1,1,0,0,1,0,1,0,0,0,0,0,0,0,CA,0,2,1,0,11,0,7
1709,1,1,1,1,1,0,1,0,0,0,0,0,0,1,CA,0,1,99,0,9,0,7
1710,0,1,0,0,0,0,0,0,1,0,0,0,0,1,CA,0,1,99,0,11,0,7
1712,0,0,0,0,0,0,0,0,1,1,0,0,0,0,CO,1,1,1,0,10,0,1
1713,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,9,1,7
1714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,12,0,1
1715,1,1,0,0,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,11,1,1
1716,0,0,0,1,0,1,1,0,0,0,0,0,1,1,CO,0,2,1,0,9,0,7
1717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,10,0,1
1718,1,0,0,1,0,0,0,1,1,0,0,0,0,0,CO,0,1,1,0,10,0,1
1719,1,1,0,1,1,1,0,1,1,0,1,0,0,0,CO,1,1,1,0,9,0,1
1720,0,1,0,0,1,1,0,1,1,1,0,0,0,0,CO,1,2,1,0,10,0,1
1721,0,1,0,1,0,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,9,0,1
1722,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CO,0,1,1,0,12,0,1
1723,1,0,0,0,0,1,0,0,0,0,0,0,0,0,CO,0,1,1,0,12,0,1
1724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CO,0,2,1,0,10,0,1
1725,0,1,0,0,0,0,0,0,0,0,0,0,1,0,CO,0,1,1,0,10,0,1
1726,0,1,0,1,1,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,9,0,1
1727,1,0,1,1,1,0,0,1,1,0,0,0,0,0,CO,0,2,1,0,12,0,1
1728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,10,0,1
1729,0,0,0,1,0,1,1,1,1,0,0,0,0,0,CO,0,2,1,0,10,0,1
1730,1,0,0,1,0,1,1,1,1,0,0,0,0,0,CO,1,2,1,0,9,0,1
1731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,8,0,7
1732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CO,0,2,1,0,11,0,7
1733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,10,0,7
1734,1,0,0,0,1,0,0,0,0,1,0,0,1,0,CO,0,2,1,0,11,0,7
1735,1,1,0,1,1,0,0,1,1,0,0,0,0,0,CO,1,2,1,0,9,1,1
1736,1,1,1,1,1,1,1,1,1,1,1,1,0,1,CO,1,1,1,0,10,1,1
1737,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,4,0,10,0,7
1738,0,0,0,0,0,0,0,0,1,1,0,0,1,0,CO,1,2,1,0,9,0,1
1739,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CO,1,2,1,0,11,0,7
1740,1,1,0,1,1,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,12,0,1
1741,1,1,0,1,1,1,0,1,1,1,0,0,0,0,CO,1,1,1,0,12,0,7
1742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,1,1,0,10,0,1
1743,0,0,0,1,0,1,1,0,0,0,0,0,0,0,CO,1,1,1,0,9,0,1
1744,0,1,0,1,1,1,0,1,1,0,0,0,0,0,CO,1,1,1,0,10,0,1
1745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,10,1,7
1746,1,1,0,1,1,1,1,1,0,0,0,0,0,0,CO,0,1,1,0,10,0,7
1747,0,0,0,0,1,1,0,1,1,0,0,0,0,0,CO,1,1,3,0,10,0,3
1748,0,1,0,0,0,0,0,0,1,1,0,0,1,0,CO,1,1,99,0,10,0,7
1749,0,0,1,1,0,0,0,1,1,0,0,0,0,0,CO,0,2,6,0,9,0,7
1750,1,0,1,1,1,0,0,1,1,0,0,0,0,0,CO,0,2,1,0,9,0,1
1751,0,1,0,1,1,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,8,1,7
1752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,8,0,1
1753,0,0,0,1,1,0,0,1,1,0,0,0,0,0,CO,0,1,1,0,8,1,1
1754,1,0,0,1,0,0,0,0,1,0,0,0,0,0,CO,0,2,1,0,10,0,1
1755,1,1,0,0,0,1,0,0,0,0,0,0,0,0,CO,0,2,1,0,7,0,7
1756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,2,1,0,11,0,1
1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,2,1,0,10,1,1
1758,0,1,0,1,1,1,1,0,1,1,0,1,0,0,CO,1,1,1,0,12,0,7
1759,0,1,0,1,1,1,0,1,1,0,0,0,0,0,CO,1,2,1,0,10,0,1
1760,0,1,1,1,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,8,0,1
1761,0,1,0,1,0,0,0,0,1,0,0,0,0,0,CO,1,1,2,0,8,0,2
1762,0,1,0,0,0,0,0,1,1,1,0,0,0,0,CO,1,2,1,0,10,1,1
1763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,2,0,8,0,2
1764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CO,0,1,1,0,8,0,1
1765,0,1,0,1,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,8,1,7
1766,1,0,1,0,0,1,0,0,1,0,0,0,0,0,CO,0,2,1,0,10,0,1
1767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,2,6,0,9,0,7
1768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,9,0,7
1769,0,1,0,1,0,0,0,0,1,0,0,0,1,0,CO,1,2,1,0,10,0,1
1770,1,1,0,0,1,0,0,1,1,0,0,0,0,0,CO,1,1,2,0,9,0,2
1771,0,1,0,1,0,1,0,0,0,0,0,0,1,0,CO,0,2,1,0,10,0,7
1772,0,1,0,0,1,0,0,0,1,0,0,0,1,0,CO,1,1,1,0,10,1,7
1773,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CO,1,1,1,0,12,0,1
1774,0,0,0,1,0,0,1,0,1,0,0,0,0,0,CO,1,1,1,0,9,1,1
1775,0,1,0,0,1,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,9,1,7
1776,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CO,0,2,1,0,12,0,1
1777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,1,3,0,12,0,3
1778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,CO,1,2,1,0,11,0,7
1779,0,1,0,0,1,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,8,1,1
1780,0,0,1,0,0,0,0,0,0,0,0,0,0,0,CO,0,1,1,0,10,0,7
1781,0,1,0,1,1,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,9,0,1
1782,0,1,0,1,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,9,0,1
1783,1,1,0,1,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,11,0,1
1784,0,0,1,1,1,1,1,1,1,0,0,0,0,0,CO,0,1,1,0,11,0,1
1785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,8,1,7
1786,0,0,0,0,1,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,10,0,7
1787,0,0,0,1,1,1,1,0,1,0,0,0,1,0,CO,1,1,1,0,9,1,7
1788,0,1,0,1,1,1,0,1,1,0,0,0,1,0,CO,1,1,1,0,11,0,7
1789,0,1,0,0,1,1,0,0,1,0,0,0,0,0,CO,1,2,2,0,9,1,2
1790,0,0,0,0,0,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,7,1,7
1791,0,1,0,0,0,0,0,1,1,0,0,0,0,0,CO,1,1,2,0,9,1,2
1792,0,1,0,0,1,1,1,1,1,0,0,0,0,0,CO,1,1,1,0,10,1,1
1793,0,1,0,1,1,1,1,1,0,0,0,0,0,0,CO,0,1,2,0,9,0,7
1794,0,0,0,1,0,1,0,0,1,0,0,0,0,0,CO,0,2,1,0,9,0,1
1795,0,1,0,0,1,1,0,0,1,0,0,0,0,0,CO,1,1,1,0,14,0,1
1796,0,0,1,1,0,0,0,1,1,0,0,0,0,0,CO,0,1,1,0,10,1,1
1797,0,1,0,0,0,0,1,1,1,1,0,0,0,0,CO,1,2,1,0,9,1,7
1798,1,1,0,0,0,1,0,1,1,0,0,0,1,0,CO,1,1,1,0,10,0,7
1799,1,1,0,0,0,0,1,1,0,0,0,0,0,0,CO,0,1,1,0,9,1,1
1800,0,0,0,0,1,0,0,0,1,1,0,0,0,0,CO,1,1,2,0,10,0,2
1801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CO,1,1,2,0,11,0,2
1802,1,1,1,1,1,1,1,0,0,0,0,0,0,0,CO,0,2,1,0,11,0,1
1803,1,1,0,1,0,1,1,1,1,0,0,0,1,0,CO,0,2,1,0,10,0,7
1804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,2,0,9,0,2
1805,0,1,1,1,0,1,1,1,1,0,0,0,0,0,CO,0,1,1,0,10,1,1
1806,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CO,0,1,1,0,9,1,1
1807,1,1,0,0,0,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,10,1,7
1808,1,1,0,0,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,11,1,1
1809,0,0,0,0,1,0,1,0,0,0,0,0,0,0,CO,1,1,2,0,11,0,2
1810,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,9,0,1
1811,0,1,0,0,1,1,1,1,1,0,0,0,0,0,CO,0,2,1,0,10,0,7
1812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,8,0,7
1813,0,0,0,1,0,0,1,1,0,0,0,0,0,0,CO,0,2,1,0,9,0,1
1814,0,0,0,1,1,0,0,0,0,1,0,0,0,0,CO,1,1,1,0,12,0,7
1815,0,0,1,1,1,1,1,1,0,0,0,0,0,0,CO,0,1,1,0,10,0,1
1816,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,10,0,1
1817,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CO,0,2,1,0,11,0,1
1819,1,0,1,1,0,1,1,0,0,0,0,0,0,0,CO,0,2,2,0,7,0,2
1820,0,1,0,0,1,0,0,0,1,1,0,0,0,0,CO,1,1,6,1,12,0,6
1821,0,1,0,1,1,1,1,0,0,0,0,0,0,0,CO,0,2,1,0,10,1,1
1822,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CO,0,1,1,0,8,0,7
1823,1,1,1,0,1,1,0,0,0,0,1,0,0,0,CO,0,2,1,0,10,0,7
1824,0,0,1,1,1,0,0,1,0,0,0,0,0,0,CO,0,2,2,0,7,0,7
1825,0,1,0,1,0,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,8,0,7
1826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,10,0,1
1827,0,1,0,0,0,1,0,1,1,0,0,0,0,0,CO,1,1,1,0,9,0,7
1828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CO,1,1,2,0,8,1,2
1829,1,1,0,0,0,1,1,1,1,0,0,0,0,0,CO,1,2,1,0,9,0,1
1830,0,1,0,0,0,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,9,1,7
1831,0,1,0,1,0,0,0,0,1,0,0,0,0,0,CO,1,1,2,0,8,0,2
1832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,9,1,7
1833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CO,0,1,1,0,10,0,7
1834,1,0,0,0,1,0,0,0,1,1,0,0,0,0,CO,1,1,1,0,12,0,7
1835,0,0,0,0,0,1,1,0,1,0,0,0,0,0,CO,1,1,2,0,9,1,2
1836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,2,0,9,0,7
1837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CO,0,2,1,0,10,1,1
1838,1,0,0,1,1,0,0,1,1,0,0,0,0,0,CO,1,1,4,0,10,0,4
1839,0,0,1,1,0,0,0,0,0,0,0,0,0,0,CO,0,1,6,1,11,0,6
1840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CO,0,2,1,0,10,0,1
1841,0,1,0,0,1,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,9,0,1
1842,0,0,0,1,0,0,1,1,1,0,0,0,0,0,CO,0,2,2,0,10,1,2
1843,0,1,0,0,1,1,0,1,1,0,0,0,1,0,CO,1,1,1,0,10,0,7
1845,0,1,0,1,0,0,0,0,0,0,1,0,0,0,CO,0,1,1,0,0,1,1
1846,0,0,0,0,0,0,0,0,1,1,0,0,0,0,CO,1,1,1,0,9,0,1
1847,0,0,0,1,1,0,0,0,0,0,0,0,0,0,CO,0,1,2,0,11,0,7
1848,0,1,0,0,0,0,0,1,1,1,0,0,0,0,CO,1,1,1,0,10,1,1
1849,0,0,0,0,1,1,0,0,1,1,0,0,0,0,CO,1,1,1,0,12,0,7
1850,0,1,0,0,1,1,0,0,1,0,0,0,1,0,CO,0,2,1,0,10,0,7
1851,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,0,2,6,0,11,1,7
1852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CO,1,1,1,0,10,0,7
1853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CO,1,1,1,0,9,0,7
1854,0,0,0,0,0,1,0,0,1,0,0,0,0,0,CO,0,2,1,0,8,0,7
1855,1,0,0,1,1,0,0,1,1,0,0,0,0,0,CO,0,1,2,0,9,1,2
1856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CO,0,2,1,0,8,0,7
1857,0,1,1,0,0,0,0,0,0,0,0,0,1,0,CO,0,2,1,0,11,0,1
1859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,12,0,1
1860,0,1,0,0,0,0,0,0,1,0,0,0,0,0,CO,1,1,2,0,11,1,7
1861,1,1,0,1,1,0,0,1,1,0,0,0,0,0,CO,1,1,1,0,10,1,1
1862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CO,0,1,1,0,10,1,1
1863,0,1,0,0,1,0,0,1,0,0,0,0,0,0,CO,1,1,1,0,9,1,1
1864,1,1,1,1,0,1,0,1,1,0,0,0,0,0,CO,1,1,1,0,11,0,1
1865,0,1,0,1,1,1,0,1,1,0,0,0,1,0,CO,1,1,1,0,12,0,7
1866,0,0,0,1,0,0,0,0,1,0,0,0,0,0,CO,1,1,1,0,10,0,7
1867,0,1,0,1,0,1,1,0,0,0,0,0,0,1,CO,0,2,1,0,9,0,1
