,ILNAsv,AcSuppSv,PSEdSuppSv,CareerSv,EmplyTrSv,BudgetSv,HousEdSv,HlthEdSv,FamSuppSv,MentorSv,SILsv,RmBrdFASv,EducFinaSv,OthrFinaSv,Num_services
1600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1601,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1602,1,1,0,0,1,0,0,1,1,0,0,0,0,1,6
1603,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1605,0,1,0,1,1,1,1,1,0,0,0,0,0,1,7
1606,1,0,0,0,0,1,1,0,1,1,0,0,0,1,6
1607,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
1608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1609,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1610,1,1,0,1,0,0,0,1,0,0,1,0,0,0,5
1611,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4
1612,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
1613,1,1,1,1,1,1,1,1,1,0,0,0,0,1,10
1614,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3
1615,1,1,0,1,0,1,1,1,1,1,0,0,0,1,9
1616,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
1617,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1618,0,0,1,0,1,0,1,0,0,0,1,0,0,1,5
1619,0,1,0,1,1,0,0,1,0,0,1,0,0,0,5
1620,1,1,1,1,1,1,1,1,1,0,0,0,0,1,10
1621,1,1,0,0,1,1,1,1,1,0,0,0,0,1,8
1622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1623,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1624,0,1,0,1,0,0,1,1,0,0,0,0,0,1,5
1625,0,1,1,1,1,1,1,0,0,1,0,0,0,0,7
1626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1627,1,1,0,0,0,0,1,1,0,0,0,0,0,1,5
1628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1630,1,1,1,1,0,0,1,1,1,0,0,0,0,0,7
1631,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
1632,1,1,0,0,1,1,1,1,1,0,0,0,0,1,8
1633,1,0,0,0,1,0,1,0,1,1,0,0,0,0,5
1634,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4
1635,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5
1636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1637,0,1,0,0,1,1,1,1,1,0,0,0,0,1,7
1638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1639,0,1,0,1,0,1,1,0,1,0,0,0,0,1,6
1640,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13
1641,1,1,1,1,0,0,1,1,1,0,0,0,0,1,8
1642,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3
1643,1,0,1,0,0,1,0,1,1,1,0,0,0,1,7
1644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1645,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1646,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
1647,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
1648,0,1,0,1,0,0,1,1,1,0,0,0,0,0,5
1649,1,0,0,1,0,0,1,1,1,0,0,0,0,0,5
1650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
1651,0,1,0,0,0,0,1,0,1,1,0,0,0,1,5
1652,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1653,0,1,0,0,0,0,0,0,0,0,1,0,1,0,3
1654,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1655,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4
1656,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
1657,1,1,0,1,1,1,1,1,1,0,0,0,0,1,9
1658,0,1,0,1,1,1,1,1,1,0,0,0,0,0,7
1659,0,1,0,0,1,1,1,0,0,0,0,0,0,0,4
1660,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1661,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
1662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1663,1,1,0,1,0,0,0,1,1,0,0,0,0,1,6
1664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1667,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3
1668,1,1,1,1,0,1,1,1,1,0,1,0,1,1,11
1669,1,1,1,1,0,1,1,1,0,1,0,0,0,1,9
1670,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1671,0,0,0,1,1,1,0,0,1,1,0,0,0,0,5
1672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1673,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
1674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1675,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1676,1,1,0,1,1,1,1,1,1,1,0,0,0,0,9
1677,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1679,1,1,1,1,0,0,1,0,0,0,0,0,1,0,6
1680,0,1,1,1,0,0,0,1,0,0,0,0,0,1,5
1681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1682,1,1,0,1,0,1,1,1,1,0,0,0,0,1,8
1683,0,1,1,1,0,1,1,1,1,0,0,0,0,1,8
1684,1,1,1,1,1,1,1,1,1,0,0,0,0,1,10
1685,1,1,0,1,0,0,1,0,1,0,0,0,0,0,5
1686,1,0,1,1,0,1,1,1,1,0,0,0,0,0,7
1687,1,1,1,1,1,1,1,1,1,0,0,0,0,0,9
1688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1690,1,1,1,1,0,0,1,1,1,1,0,0,0,1,9
1691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1693,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3
1694,1,1,0,0,1,1,1,1,1,1,1,0,0,0,9
1695,1,0,0,0,0,0,0,0,0,1,1,0,0,1,4
1696,0,1,1,1,0,0,1,1,0,0,0,0,0,0,5
1697,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1698,1,1,0,1,0,1,0,1,0,0,0,0,0,1,6
1699,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
1700,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3
1701,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3
1702,1,1,1,1,1,1,1,1,1,0,0,0,0,1,10
1703,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4
1704,0,1,1,1,1,0,1,0,0,0,0,0,0,0,5
1705,0,1,1,1,0,0,1,0,0,0,1,0,0,0,5
1706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1707,0,1,1,1,0,1,0,1,1,0,0,0,1,1,8
1708,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4
1709,1,1,1,1,1,0,1,0,0,0,0,0,0,1,7
1710,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3
1711,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3
1712,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1713,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1715,1,1,0,0,1,0,0,1,1,0,0,0,0,0,5
1716,0,0,0,1,0,1,1,0,0,0,0,0,1,1,5
1717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1718,1,0,0,1,0,0,0,1,1,0,0,0,0,0,4
1719,1,1,0,1,1,1,0,1,1,0,1,0,0,0,8
1720,0,1,0,0,1,1,0,1,1,1,0,0,0,0,6
1721,0,1,0,1,0,0,0,1,1,1,0,0,0,0,5
1722,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
1723,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1724,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1725,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
1726,0,1,0,1,1,0,0,1,1,1,0,0,0,0,6
1727,1,0,1,1,1,0,0,1,1,0,0,0,0,0,6
1728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1729,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5
1730,1,0,0,1,0,1,1,1,1,0,0,0,0,0,6
1731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1734,1,0,0,0,1,0,0,0,0,1,0,0,1,0,4
1735,1,1,0,1,1,0,0,1,1,0,0,0,0,0,6
1736,1,1,1,1,1,1,1,1,1,1,1,1,0,1,13
1737,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1738,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3
1739,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
1740,1,1,0,1,1,0,0,1,1,1,0,0,0,0,7
1741,1,1,0,1,1,1,0,1,1,1,0,0,0,0,8
1742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1743,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
1744,0,1,0,1,1,1,0,1,1,0,0,0,0,0,6
1745,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1746,1,1,0,1,1,1,1,1,0,0,0,0,0,0,7
1747,0,0,0,0,1,1,0,1,1,0,0,0,0,0,4
1748,0,1,0,0,0,0,0,0,1,1,0,0,1,0,4
1749,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4
1750,1,0,1,1,1,0,0,1,1,0,0,0,0,0,6
1751,0,1,0,1,1,0,0,0,1,0,0,0,0,0,4
1752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1753,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4
1754,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3
1755,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
1756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1758,0,1,0,1,1,1,1,0,1,1,0,1,0,0,8
1759,0,1,0,1,1,1,0,1,1,0,0,0,0,0,6
1760,0,1,1,1,1,0,0,1,1,0,0,0,0,0,6
1761,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
1762,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4
1763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1765,0,1,0,1,1,0,0,1,1,0,0,0,0,0,5
1766,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4
1767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1769,0,1,0,1,0,0,0,0,1,0,0,0,1,0,4
1770,1,1,0,0,1,0,0,1,1,0,0,0,0,0,5
1771,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4
1772,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4
1773,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1774,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3
1775,0,1,0,0,1,0,0,1,1,1,0,0,0,0,5
1776,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
1777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
1779,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
1780,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1781,0,1,0,1,1,0,0,1,1,1,0,0,0,0,6
1782,0,1,0,1,1,0,0,1,1,0,0,0,0,0,5
1783,1,1,0,1,1,0,0,1,1,0,0,0,0,0,6
1784,0,0,1,1,1,1,1,1,1,0,0,0,0,0,7
1785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1786,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4
1787,0,0,0,1,1,1,1,0,1,0,0,0,1,0,6
1788,0,1,0,1,1,1,0,1,1,0,0,0,1,0,7
1789,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4
1790,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
1791,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
1792,0,1,0,0,1,1,1,1,1,0,0,0,0,0,6
1793,0,1,0,1,1,1,1,1,0,0,0,0,0,0,6
1794,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3
1795,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4
1796,0,0,1,1,0,0,0,1,1,0,0,0,0,0,4
1797,0,1,0,0,0,0,1,1,1,1,0,0,0,0,5
1798,1,1,0,0,0,1,0,1,1,0,0,0,1,0,6
1799,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4
1800,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3
1801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1802,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7
1803,1,1,0,1,0,1,1,1,1,0,0,0,1,0,8
1804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1805,0,1,1,1,0,1,1,1,1,0,0,0,0,0,7
1806,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
1807,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4
1808,1,1,0,0,1,0,0,1,1,0,0,0,0,0,5
1809,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
1810,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1811,0,1,0,0,1,1,1,1,1,0,0,0,0,0,6
1812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1813,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
1814,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
1815,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6
1816,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1817,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1818,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1819,1,0,1,1,0,1,1,0,0,0,0,0,0,0,5
1820,0,1,0,0,1,0,0,0,1,1,0,0,0,0,4
1821,0,1,0,1,1,1,1,0,0,0,0,0,0,0,5
1822,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
1823,1,1,1,0,1,1,0,0,0,0,1,0,0,0,6
1824,0,0,1,1,1,0,0,1,0,0,0,0,0,0,4
1825,0,1,0,1,0,0,0,1,1,0,0,0,0,0,4
1826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1827,0,1,0,0,0,1,0,1,1,0,0,0,0,0,4
1828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1829,1,1,0,0,0,1,1,1,1,0,0,0,0,0,6
1830,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4
1831,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3
1832,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
1834,1,0,0,0,1,0,0,0,1,1,0,0,0,0,4
1835,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
1836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1837,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1838,1,0,0,1,1,0,0,1,1,0,0,0,0,0,5
1839,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
1840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1841,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
1842,0,0,0,1,0,0,1,1,1,0,0,0,0,0,4
1843,0,1,0,0,1,1,0,1,1,0,0,0,1,0,6
1844,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1845,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3
1846,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
1847,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
1848,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4
1849,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4
1850,0,1,0,0,1,1,0,0,1,0,0,0,1,0,5
1851,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1854,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
1855,1,0,0,1,1,0,0,1,1,0,0,0,0,0,5
1856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1857,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3
1858,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1859,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1860,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1861,1,1,0,1,1,0,0,1,1,0,0,0,0,0,6
1862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1863,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
1864,1,1,1,1,0,1,0,1,1,0,0,0,0,0,7
1865,0,1,0,1,1,1,0,1,1,0,0,0,1,0,7
1866,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
1867,0,1,0,1,0,1,1,0,0,0,0,0,0,1,5
1868,0,1,0,1,0,0,0,1,1,1,0,0,0,0,5
1869,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1870,0,1,0,0,1,0,0,1,1,1,0,0,0,0,5
1871,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
1872,0,1,0,1,1,1,0,1,1,0,0,0,1,0,7
1873,0,1,1,1,1,0,0,0,1,0,1,0,0,0,6
1874,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1875,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
1876,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3
1877,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
1878,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
1879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1880,1,1,0,1,0,0,0,0,1,1,0,0,0,0,5
1881,1,0,0,1,0,1,1,1,1,0,0,0,0,0,6
1882,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3
1883,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1884,0,0,1,1,0,1,0,0,1,0,0,0,0,0,4
1885,1,1,0,0,1,0,0,1,1,1,0,0,0,0,6
1886,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3
1887,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1889,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
1890,0,1,0,1,1,1,0,0,0,0,0,0,0,0,4
1891,0,1,0,1,1,0,1,0,0,0,0,0,0,0,4
1892,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1893,1,1,0,0,1,0,0,1,1,0,0,0,0,0,5
1894,0,1,0,1,0,1,0,1,1,0,0,0,0,0,5
1895,0,1,1,1,0,1,1,0,0,0,0,0,0,0,5
1896,0,0,0,1,1,1,0,0,1,0,1,0,0,0,5
1897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1899,0,1,0,1,0,1,0,0,0,0,0,0,1,1,5
1900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1901,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1903,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6
1904,0,1,0,1,1,1,0,1,1,0,0,0,0,0,6
1905,0,1,0,1,1,1,0,1,1,1,0,0,1,0,8
1906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1908,1,1,1,0,0,0,1,0,0,0,0,0,1,0,5
1909,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5
1910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1911,1,0,1,1,1,1,1,1,1,0,0,0,0,0,8
1912,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
1913,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
1914,0,0,0,1,1,1,0,1,1,1,0,0,0,0,6
1915,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
1916,1,0,0,1,1,0,1,1,1,0,0,0,0,0,6
1917,0,1,0,1,0,0,0,1,1,1,0,0,0,0,5
1918,0,0,0,1,1,1,1,1,1,0,0,0,0,0,6
1919,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
1920,0,0,0,1,0,1,1,1,0,0,0,0,0,0,4
1921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1922,0,1,0,1,1,0,0,1,1,1,0,0,0,0,6
1923,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4
1924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1925,0,0,1,0,1,1,1,1,1,0,0,0,0,0,6
1926,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
1927,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
1928,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4
1929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1930,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3
1931,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4
1932,1,0,1,1,1,0,1,0,0,0,0,0,0,0,5
1933,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4
1934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1935,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4
1936,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3
1937,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
1938,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
1939,0,0,0,1,1,0,0,0,1,1,0,0,0,0,4
1940,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4
1941,1,0,0,1,0,1,0,0,1,0,1,0,0,0,5
1942,0,0,0,1,1,0,0,1,1,0,0,0,1,0,5
1943,0,1,1,0,0,1,0,0,0,0,1,0,0,0,4
1944,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1948,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1953,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3
1954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1960,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1961,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1964,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1965,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1966,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
1967,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1969,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1971,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1972,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1975,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1979,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1980,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
1981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1982,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1986,0,1,1,0,1,1,1,0,1,0,0,0,0,0,6
1987,0,0,0,1,0,0,1,0,1,1,0,0,0,0,4
1988,0,1,1,1,1,1,1,1,1,0,0,0,0,0,8
1989,0,1,1,1,0,1,1,0,1,0,0,0,0,0,6
1990,1,0,0,1,0,1,0,1,0,1,0,0,0,0,5
1991,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
1992,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
1993,0,0,0,1,1,0,1,1,1,1,0,0,0,0,6
1994,1,1,0,0,1,1,1,0,1,0,0,0,0,0,6
1995,0,1,0,1,0,1,1,1,1,0,0,0,0,0,6
1996,1,0,0,1,1,1,1,1,0,0,0,0,0,0,6
1997,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4
1998,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
1999,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2000,0,1,0,1,1,0,1,0,1,0,0,0,0,0,5
2001,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2002,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2003,1,1,0,1,1,0,1,1,0,1,0,0,0,0,7
2004,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14
2006,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2007,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2009,0,1,1,1,0,1,1,1,1,0,0,0,0,0,7
2010,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2011,1,1,0,1,1,1,1,1,1,1,0,0,0,0,9
2012,1,0,0,1,0,1,1,0,1,0,0,0,0,0,5
2013,0,1,1,1,0,1,1,0,0,0,0,0,0,0,5
2014,1,1,1,0,1,1,1,1,0,0,0,0,0,0,7
2015,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
2016,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4
2017,0,1,0,0,1,1,1,1,1,0,0,0,0,0,6
2018,0,0,0,1,0,1,1,0,1,0,0,0,0,0,4
2019,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13
